INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018309	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		190	1	81	70	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018310	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		191	1	81	80	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018311	101	10	0	1	0	1	54	265	虚竹任务	    去找%n问问虚竹的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    虚竹，虚竹！那天我在擂鼓山上，看到他背上有香疤的痕迹。我觉得他就是我失踪多年的儿子！你帮我去问问%n，虚竹的两股之上是不是也有九点香疤？如果有的话，他就是我的儿子，是我的儿子，是我的儿子！	1	#{RW_20080321_19}	#{RW_20080321_20}			2	叶二娘		192	1	81	90	-1	-1	-1	0	0	102	1	你和虚竹的关系上升了1点。	2	你和虚竹的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
##银川公主送信任务																																																																															
1018350	101	10	0	1	0	1	113	63	银川公主任务	    将婚柬送到%n的手中。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我国公主终于觅得佳婿，但上次去西夏的不少赴会招亲的江湖高手，都不甚满意。有劳%R能帮我把这张请柬送到%n那里，只说上次我西夏国招待不周，还望海涵。	1	#{RW_20080321_23}	    多谢%R，本将回禀敝国公主，自有赏赐。			0	赫连铁树		193	1	82;83	70	-1	-1	-1	0	0	104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004409	1	1													
1018351	101	10	0	1	0	1	113	63	银川公主任务	    将婚柬送到%n的手中。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我国公主终于觅得佳婿，但上次去西夏的不少赴会招亲的江湖高手，都不甚满意。有劳%R能帮我把这张请柬送到%n那里，只说上次我西夏国招待不周，还望海涵。	1	#{RW_20080321_23}	    多谢%R，本将回禀敝国公主，自有赏赐。			0	赫连铁树		194	1	82;83	80	-1	-1	-1	0	0	104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004409	1	1													
1018352	101	10	0	1	0	1	113	63	银川公主任务	    将婚柬送到%n的手中。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我国公主终于觅得佳婿，但上次去西夏的不少赴会招亲的江湖高手，都不甚满意。有劳%R能帮我把这张请柬送到%n那里，只说上次我西夏国招待不周，还望海涵。	1	#{RW_20080321_23}	    多谢%R，本将回禀敝国公主，自有赏赐。			0	赫连铁树		195	1	82;83	90	-1	-1	-1	0	0	104	1	你和银川公主的关系上升了1点。	2	你和银川公主的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																											1	40004409	1	1													
##钟灵任务																																																																															
1018360	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		196	1	84;85;86;87;88;89	20	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018361	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		197	1	84;85;86;87;88;89	30	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018362	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		198	1	84;85;86;87;88;89	40	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018363	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		199	1	84;85;86;87;88;89	50	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018364	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		200	1	84;85;86;87;88;89	60	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018365	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		201	1	84;85;86;87;88;89	70	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018366	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		202	1	84;85;86;87;88;89	80	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018367	101	10	0	1	0	1	250	168	钟灵任务	    去找#R%n#W去问段誉的消息。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听#R%n#W说，似乎最近有我哥哥段誉的消息，你能帮我去问问吗？	1	#{RW_20080321_27}	#{RW_20080321_28}			6	钟灵		203	1	84;85;86;87;88;89	90	-1	-1	-1	0	0	93	1	你和钟灵的关系上升了1点。	2	你和钟灵的关系下降了2。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
##王语嫣任务																																																																															
1018400	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位李姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶李姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		219	1	98;99;100;101;102	30	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018401	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位李姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶李姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		220	1	98;99;100;101;102	40	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018402	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位李姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶李姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		221	1	98;99;100;101;102	50	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018403	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位李姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶李姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		222	1	98;99;100;101;102	60	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018404	101	10	0	1	0	1	94	177	王语嫣任务	    去找到#R%n#W，把王夫人的话转告给他。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    我家语嫣最讨厌负心的男人了！听说#R%n#W已有结发妻子，却与一位李姑娘相好。岂有此理，你替我，哦，替我们家语嫣去警告他，立刻休掉妻子，另娶李姑娘，否则我就把他活埋在曼陀萝花下，当作花肥。	1	#{RW_20080321_38}	#{RW_20080321_39}			1	王夫人		223	1	98;99;100;101;102	70	-1	-1	-1	0	0	98	1	你和王语嫣的关系上升了1点。	2	你和王语嫣的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
