INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING																																															
197	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
198	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	1	100	#G	30501186	1	-1	1	100	#G	30501195	1	-1	1	100	#G	30501204	1	-1	1	100	#G	30501213	1	-1	1	100	#G	30501222	1	-1	1	100	#G	30501231	1	-1	1	100	#G	30501240	1	-1	1	100	#G	30501178	1	-1	50	100	#G	30501187	1	-1	50	100	#G	30501196	1	-1	50	100	#G	30501205	1	-1	50	100	#G	30501214	1	-1	50	100	#G	30501223	1	-1	50	100	#G	30501232	1	-1	50	100	#G	30501241	1	-1	50	100	#G	30501179	1	-1	100	100	#G	30501188	1	-1	100	100	#G	30501197	1	-1	100	100	#G	30501206	1	-1	100	100	#G	30501215	1	-1	100	100	#G	30501224	1	-1	100	100	#G	30501233	1	-1	100	100	#G	30501242	1	-1	100	100	#G	30501180	1	-1	500	100	#G	30501189	1	-1	500	100	#G	30501198	1	-1	500	100	#G	30501207	1	-1	500	100	#G	30501216	1	-1	500	100	#G	30501225	1	-1	500	100	#G	30501234	1	-1	500	100	#G	30501243	1	-1	500	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
199	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300001	1	-1	100	100		30300011	1	-1	100	100		30300021	1	-1	100	100		30300031	1	-1	100	100		30300041	1	-1	100	100		30300051	1	-1	100	100		30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30302572	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
200	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301001	1	-1	100	100		30301011	1	-1	100	100		30301021	1	-1	100	100		30301031	1	-1	100	100		30301071	1	-1	100	100		30301081	1	-1	100	100		30301091	1	-1	100	100		30301101	1	-1	100	100		30301111	1	-1	100	100		30301121	1	-1	100	100		30301131	1	-1	100	100		30301141	1	-1	100	100		30301061	1	-1	100	100		30301041	1	-1	100	100		30301051	1	-1	100	100		30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
201	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302001	1	-1	100	100		30302011	1	-1	100	100		30302021	1	-1	100	100		30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
202	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30300002	1	-1	100	100		30300012	1	-1	100	100		30300022	1	-1	100	100		30300032	1	-1	100	100		30300042	1	-1	100	100		30300052	1	-1	100	100		30300003	1	-1	100	100		30300013	1	-1	100	100		30300023	1	-1	100	100		30300033	1	-1	100	100		30300043	1	-1	100	100		30300053	1	-1	100	100		30300004	1	-1	100	100		30300014	1	-1	100	100		30300024	1	-1	100	100		30300034	1	-1	100	100		30300044	1	-1	100	100		30300054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
203	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30301002	1	-1	100	100		30301012	1	-1	100	100		30301022	1	-1	100	100		30301032	1	-1	100	100		30301072	1	-1	100	100		30301082	1	-1	100	100		30301092	1	-1	100	100		30301102	1	-1	100	100		30301112	1	-1	100	100		30301122	1	-1	100	100		30301132	1	-1	100	100		30301142	1	-1	100	100		30301062	1	-1	100	100		30301042	1	-1	100	100		30301052	1	-1	100	100		30301003	1	-1	100	100		30301013	1	-1	100	100		30301023	1	-1	100	100		30301033	1	-1	100	100		30301073	1	-1	100	100		30301083	1	-1	100	100		30301093	1	-1	100	100		30301103	1	-1	100	100		30301113	1	-1	100	100		30301123	1	-1	100	100		30301133	1	-1	100	100		30301143	1	-1	100	100		30301063	1	-1	100	100		30301043	1	-1	100	100		30301053	1	-1	100	100		30301004	1	-1	100	100		30301014	1	-1	100	100		30301024	1	-1	100	100		30301034	1	-1	100	100		30301074	1	-1	100	100		30301084	1	-1	100	100		30301094	1	-1	100	100		30301104	1	-1	100	100		30301114	1	-1	100	100		30301124	1	-1	100	100		30301134	1	-1	100	100		30301144	1	-1	100	100		30301064	1	-1	100	100		30301044	1	-1	100	100		30301054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
204	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302002	1	-1	100	100		30302012	1	-1	100	100		30302022	1	-1	100	100		30302003	1	-1	100	100		30302013	1	-1	100	100		30302023	1	-1	100	100		30302004	1	-1	100	100		30302014	1	-1	100	100		30302024	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
205	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308001	1	-1	100	100		20308002	1	-1	100	100		20308003	1	-1	100	100		20308004	1	-1	100	100		20308011	1	-1	100	100		20308012	1	-1	100	100		20308013	1	-1	100	100		20308014	1	-1	100	100		20308021	1	-1	100	100		20308022	1	-1	100	100		20308023	1	-1	100	100		20308024	1	-1	100	100		20308031	1	-1	100	100		20308032	1	-1	100	100		20308033	1	-1	100	100		20308034	1	-1	100	100		20308041	1	-1	100	100		20308042	1	-1	100	100		20308043	1	-1	100	100		20308044	1	-1	100	100		20308051	1	-1	100	100		20308052	1	-1	100	100		20308053	1	-1	100	100		20308054	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
206	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308061	1	-1	100	100		20308062	1	-1	100	100		20308063	1	-1	100	100		20308064	1	-1	100	100		20308071	1	-1	100	100		20308072	1	-1	100	100		20308073	1	-1	100	100		20308074	1	-1	100	100		20308081	1	-1	100	100		20308082	1	-1	100	100		20308083	1	-1	100	100		20308084	1	-1	100	100		20308091	1	-1	100	100		20308092	1	-1	100	100		20308093	1	-1	100	100		20308094	1	-1	100	100		20308131	1	-1	100	100		20308132	1	-1	100	100		20308133	1	-1	100	100		20308134	1	-1	100	100		20308141	1	-1	100	100		20308142	1	-1	100	100		20308143	1	-1	100	100		20308144	1	-1	100	100		20308151	1	-1	100	100		20308152	1	-1	100	100		20308153	1	-1	100	100		20308154	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
207	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	20308101	1	-1	100	100		20308102	1	-1	100	100		20308103	1	-1	100	100		20308104	1	-1	100	100		20308111	1	-1	100	100		20308112	1	-1	100	100		20308113	1	-1	100	100		20308114	1	-1	100	100		20308121	1	-1	100	100		20308122	1	-1	100	100		20308123	1	-1	100	100		20308124	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
208	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300006	1	-1	1	100		10300100	1	-1	1	100		10301000	1	-1	1	100		10301100	1	-1	1	100		10301198	1	-1	1	100		10301200	1	-1	1	100		10302006	1	-1	1	100		10302008	1	-1	1	100		10302010	1	-1	1	100		10302100	1	-1	1	100		10302200	1	-1	1	100		10303000	1	-1	1	100		10303100	1	-1	1	100		10303200	1	-1	1	100		10304006	1	-1	1	100		10304100	1	-1	1	100		10305006	1	-1	1	100		10305008	1	-1	1	100		10305100	1	-1	1	100		10305200	1	-1	1	100																																																																																																																																																																																																																																				
	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20310116	1	-1	1	100		10305218	1	-1	1	100		10305217	1	-1	1	100		10305216	1	-1	1	100		10305215	1	-1	1	100		10305214	1	-1	1	100		10305213	1	-1	1	100		10305212	1	-1	1	100		10305211	1	-1	1	100		10305210	1	-1	1	100		10305209	1	-1	1	100		10305208	1	-1	1	100		10305207	1	-1	1	100		10305206	1	-1	1	100		10305205	1	-1	1	100		10305204	1	-1	1	100		10305203	1	-1	1	100		10300001	1	-1	1	100		10302001	1	-1	1	100		10304001	1	-1	1	100		10305001	1	-1	1	100		10300002	1	-1	1	100		10302002	1	-1	1	100		10304002	1	-1	1	100		10305002	1	-1	1	100		10300003	1	-1	1	100		10302003	1	-1	1	100		10304003	1	-1	1	100		10305003	1	-1	1	100		10300004	1	-1	1	100		10302004	1	-1	1	100		10304004	1	-1	1	100		10305004	1	-1	1	100		10300005	1	-1	1	100		10302005	1	-1	1	100		10304005	1	-1	1	100		10305005	1	-1	1	100		10300100	1	-1	150000	100		10301100	1	-1	150000	100		10301200	1	-1	150000	100		10302100	1	-1	150000	100		10303100	1	-1	150000	100		10303200	1	-1	150000	100		10304100	1	-1	150000	100		10305100	1	-1	150000	100		10305200	1	-1	150000	100		0	1	-1	1	100																																																																		
209	40	0	1	8	1	1	6	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20500001	10	-1	1000	100		20500002	10	-1	1000	100		20500003	10	-1	1000	100		20501001	10	-1	1000	100		20501002	10	-1	1000	100		20501003	10	-1	1000	100		20502001	10	-1	1000	100		20502002	10	-1	1000	100		20502003	10	-1	1000	100																																																																																																																																																																																																																																																																																																						
210	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	20500004	10	-1	1000	100		20500005	10	-1	2000	100		20500006	10	-1	5000	100		20500007	10	-1	10000	100		20500008	10	-1	20000	100		20501004	10	-1	1000	100		20501005	10	-1	2000	100		20501006	10	-1	5000	100		20501007	10	-1	10000	100		20501008	10	-1	20000	100		20502004	10	-1	1000	100		20502005	10	-1	2000	100		20502006	10	-1	5000	100		20502007	10	-1	10000	100		20502008	10	-1	20000	100																																																																																																																																																																																																																																																																		
211	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50821001	1	-1	150000	100	#G	50821002	1	-1	150000	100	#G	50821003	1	-1	150000	100	#G	50821004	1	-1	150000	100	#G	50813006	1	-1	50000	100		50801001	1	-1	50000	100		50801002	1	-1	50000	100		50802001	1	-1	50000	100		50802002	1	-1	50000	100		50802003	1	-1	50000	100		50802004	1	-1	50000	100		50803001	1	-1	50000	100		50804002	1	-1	50000	100		50811001	1	-1	50000	100		50811002	1	-1	50000	100		50812001	1	-1	50000	100		50812002	1	-1	50000	100		50812003	1	-1	50000	100		50812004	1	-1	50000	100		50813001	1	-1	50000	100		50813002	1	-1	50000	100		50813003	1	-1	50000	100		50813004	1	-1	50000	100		50813005	1	-1	50000	100		50814001	1	-1	50000	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																								
212	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30501177	1	-1	36	100	#G	30501186	1	-1	36	100	#G	30501195	1	-1	36	100	#G	30501204	1	-1	36	100	#G	30501213	1	-1	36	100	#G	30501222	1	-1	36	100	#G	30501231	1	-1	36	100	#G	30501240	1	-1	36	100	#G	30501178	1	-1	185	100	#G	30501187	1	-1	185	100	#G	30501196	1	-1	185	100	#G	30501205	1	-1	185	100	#G	30501214	1	-1	185	100	#G	30501223	1	-1	185	100	#G	30501232	1	-1	185	100	#G	30501241	1	-1	185	100	#G	30501179	1	-1	801	100	#G	30501188	1	-1	801	100	#G	30501197	1	-1	801	100	#G	30501206	1	-1	801	100	#G	30501215	1	-1	801	100	#G	30501224	1	-1	801	100	#G	30501233	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
213	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10156001	1	-1	150000	100	#G	10156002	1	-1	150000	100	#G	10156003	1	-1	150000	100	#G	10156004	1	-1	150000	100	#G	10155002	1	-1	150000	100	#G	40004475	1	-1	500000	100																																																																																																																																																																																																																																																																																																																								
214	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10300007	1	-1	36	100	#G	10301001	1	-1	36	100	#G	10301199	1	-1	36	100	#G	10302007	1	-1	36	100	#G	10302009	1	-1	36	100	#G	10303001	1	-1	36	100	#G	10304007	1	-1	36	100	#G	10305007	1	-1	36	100	#G	10305009	1	-1	185	100	#G	0	1	-1	185	100	#G	10302010	1	-1	185	100	#G	10302011	1	-1	185	100	#G	10303000	1	-1	185	100	#G	10303001	1	-1	185	100	#G	10304006	1	-1	185	100	#G	10304007	1	-1	185	100	#G	10304008	1	-1	801	100	#G	10304009	1	-1	801	100	#G	10305006	1	-1	801	100	#G	10305007	1	-1	801	100	#G	10305008	1	-1	801	100	#G	10305009	1	-1	801	100	#G	0	1	-1	801	100	#G	30501242	1	-1	801	100	#G	30501180	1	-1	4007	100	#G	30501189	1	-1	4007	100	#G	30501198	1	-1	4007	100	#G	30501207	1	-1	4007	100	#G	30501216	1	-1	4007	100	#G	30501225	1	-1	4007	100	#G	30501234	1	-1	4007	100	#G	30501243	1	-1	4007	100	#G	0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100		0	1	-1	100	100																																																
215	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	10470031	1	-1	4000	100		10470032	1	-1	300000	100		10470033	1	-1	1000	100	#G	10470034	1	-1	500	100	#G	10470035	1	-1	100	100		10470036	1	-1	2000	100		10470021	11	-1	20000	100	#G	10470022	1	-1	200	100		10470023	1	-1	200	100	#G	10470024	1	-1	1000	100	#G	10470025	1	-1	1000	100	#G	10470026	1	-1	500	100	#G	10470027	1	-1	1000	100	#G	10470028	1	-1	6000	100	#G	10470029	1	-1	6000	100	#G	10470030	1	-1	6000	100	#G																																																																																																																																																																																																																																																											
	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505806	1	-1	4000	100		39910007	1	-1	300000	100		30503118	1	-1	1000	100	#G	30502003	1	-1	500	100	#G	31000004	1	-1	100	100		30505107	1	-1	2000	100		30505107	11	-1	20000	100	#G	30008029	1	-1	200	100		30900057	1	-1	200	100	#G	30900016	1	-1	1000	100	#G	30503115	1	-1	1000	100	#G	30503119	1	-1	500	100	#G	30503120	1	-1	1000	100	#G	30309802	1	-1	6000	100	#G	30309803	1	-1	6000	100	#G	10470030	1	-1	6000	100	#G	30309805	1	-1	6000	100	#G	30309806	1	-1	6000	100	#G	30309807	1	-1	6000	100	#G	30309808	1	-1	6000	100	#G	30309809	1	-1	6000	100	#G	30309810	1	-1	6000	100	#G	30309811	1	-1	6000	100	#G	30309812	1	-1	6000	100																																																																																																																																																																																																												
216	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30308082	1	-1	1	100		30308083	1	-1	1	100		30308087	1	-1	1	100		30308088	1	-1	1	100		30308089	1	-1	1	100		30308090	1	-1	1	100		30308091	1	-1	1	100		30308092	1	-1	1	100		30308093	1	-1	1	100		30308111	1	-1	1	100		30308112	1	-1	1	100		30308113	1	-1	1	100		30308114	1	-1	1	100		30308115	1	-1	1	100		30308116	1	-1	1	100		30308117	1	-1	1	100		30308118	1	-1	1	100		30308119	1	-1	1	100		30308121	1	-1	1	100		30308122	1	-1	1	100		30308123	1	-1	1	100		30308124	1	-1	1	100		30308125	1	-1	1	100		30308126	1	-1	1	100		30308127	1	-1	1	100		30308128	1	-1	1	100		30308129	1	-1	1	100																																																																																																																																																																																										
